brand,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,clearance-volume-per-cylinder
toyota,diesel,std,four,hatchback,fwd,front,95.70,166.3,64.4,52.80,2275,ohc,4.0,110.0,idi,3.27,3.35,22.5,56,4500,38,47,7788,-0.6339164716651275
toyota,gas,std,four,sedan,fwd,front,95.70,166.3,64.4,53.0,2094,ohc,4.0,98.0,2bbl,3.19,3.03,9.0,70,4800,38,47,7738,0.2833605408372186
toyota,gas,std,four,hatchback,fwd,front,95.70,166.3,64.4,52.80,2122,ohc,4.0,98.0,2bbl,3.19,3.03,9.0,70,4800,28,34,8358,0.2833605408372186
toyota,gas,std,four,sedan,fwd,front,95.70,166.3,64.4,52.80,2140,ohc,4.0,98.0,2bbl,3.19,3.03,9.0,70,4800,28,34,9258,0.2833605408372186
toyota,gas,std,two,sedan,rwd,front,94.5,168.70,64.0,52.60,2169,ohc,4.0,98.0,2bbl,3.19,3.03,9.0,70,4800,29,34,8058,0.2833605408372186
toyota,gas,std,two,hatchback,rwd,front,94.5,168.70,64.0,52.60,2204,ohc,4.0,98.0,2bbl,3.19,3.03,9.0,70,4800,29,34,8238,0.2833605408372186
toyota,gas,std,two,sedan,rwd,front,94.5,168.70,64.0,52.60,2265,dohc,4.0,98.0,mpfi,3.24,3.08,9.4,112,6600,26,29,9298,-0.8939709410496484
toyota,gas,std,two,hatchback,rwd,front,94.5,168.70,64.0,52.60,2300,dohc,4.0,98.0,mpfi,3.24,3.08,9.4,112,6600,26,29,9538,-0.8939709410496484
toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.60,52.0,2540,ohc,4.0,146.0,mpfi,3.6439085523586363,3.5,9.3,116,4800,24,30,8449,0.0
toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.60,52.0,2536,ohc,4.0,146.0,mpfi,3.6439085523586363,3.5,9.3,116,4800,24,30,9639,0.0
toyota,gas,std,two,hatchback,rwd,front,98.4,176.2,65.60,52.0,2551,ohc,4.0,146.0,mpfi,3.6439085523586363,3.5,9.3,116,4800,24,30,9989,0.0
toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.60,52.0,2679,ohc,4.0,146.0,mpfi,3.6439085523586363,3.5,9.3,116,4800,24,30,11199,0.0
toyota,gas,std,two,hatchback,rwd,front,98.4,176.2,65.60,52.0,2714,ohc,4.0,146.0,mpfi,3.6439085523586363,3.5,9.3,116,4800,24,30,11549,0.0
toyota,gas,std,two,convertible,rwd,front,98.4,176.2,65.60,53.0,2975,ohc,4.0,146.0,mpfi,3.6439085523586363,3.5,9.3,116,4800,24,30,17669,0.0
toyota,gas,std,four,sedan,fwd,front,102.4,175.60,66.5,54.90,2326,ohc,4.0,122.0,mpfi,3.31,3.54,5.171875,92,4200,29,34,8948,0.038651104284305404
toyota,diesel,turbo,four,sedan,fwd,front,102.4,175.60,66.5,54.90,2480,ohc,4.0,110.0,idi,3.27,3.35,22.5,73,4500,30,33,10698,-0.6339164716651275
toyota,gas,std,four,hatchback,fwd,front,102.4,175.60,66.5,53.90,2414,ohc,4.0,122.0,mpfi,3.31,3.54,5.171875,92,4200,27,32,9988,0.038651104284305404
toyota,gas,std,four,sedan,fwd,front,102.4,175.60,66.5,54.90,2414,ohc,4.0,122.0,mpfi,3.31,3.54,5.171875,92,4200,27,32,10898,0.038651104284305404
toyota,gas,std,four,hatchback,fwd,front,102.4,175.60,66.5,53.90,2458,ohc,4.0,122.0,mpfi,3.31,3.54,5.171875,92,4200,27,32,11248,0.038651104284305404
toyota,gas,std,two,hatchback,rwd,front,102.90,183.5,67.70,52.0,2976,dohc,6.0,171.0,mpfi,3.27,3.35,9.3,161,5200,20,24,16558,0.3660835283348689
toyota,gas,std,two,hatchback,rwd,front,102.90,183.5,67.70,52.0,3016,dohc,6.0,171.0,mpfi,3.27,3.35,9.3,161,5200,19,24,15998,0.3660835283348689
toyota,gas,std,four,sedan,rwd,front,104.5,187.80,66.5,54.1,3131,dohc,6.0,171.0,mpfi,3.27,3.35,9.2,156,5200,20,24,15690,0.3660835283348689
toyota,gas,std,four,wagon,rwd,front,104.5,187.80,66.5,54.1,3151,dohc,6.0,161.0,mpfi,3.27,3.35,9.2,156,5200,19,24,15750,-1.3005831383317978
volkswagen,diesel,std,two,sedan,fwd,front,97.3,171.70,65.5,55.70,2261,ohc,4.0,97.0,idi,3.01,3.4,23.0,52,4800,37,46,7775,0.0563279393294529
volkswagen,gas,std,two,sedan,fwd,front,97.3,171.70,65.5,55.70,2209,ohc,4.0,109.0,mpfi,3.19,3.4,9.0,85,5250,27,34,7975,0.07621314813417257
volkswagen,diesel,std,four,sedan,fwd,front,97.3,171.70,65.5,55.70,2264,ohc,4.0,97.0,idi,3.01,3.4,23.0,52,4800,37,46,7995,0.0563279393294529
volkswagen,gas,std,four,sedan,fwd,front,97.3,171.70,65.5,55.70,2212,ohc,4.0,109.0,mpfi,3.19,3.4,9.0,85,5250,27,34,8195,0.07621314813417257
volkswagen,gas,std,four,sedan,fwd,front,97.3,171.70,65.5,55.70,2275,ohc,4.0,109.0,mpfi,3.19,3.4,9.0,85,5250,27,34,8495,0.07621314813417257
volkswagen,diesel,turbo,four,sedan,fwd,front,97.3,171.70,65.5,55.70,2319,ohc,4.0,97.0,idi,3.01,3.4,23.0,68,4500,37,42,9495,0.0563279393294529
volkswagen,gas,std,four,sedan,fwd,front,97.3,171.70,65.5,55.70,2300,ohc,4.0,109.0,mpfi,3.19,3.4,10.0,100,5500,26,32,9995,0.07621314813417257
volkswagen,gas,std,two,convertible,fwd,front,94.5,159.3,64.2,55.60,2254,ohc,4.0,109.0,mpfi,3.19,3.4,8.5,90,5500,24,29,11595,0.07621314813417257
volkswagen,gas,std,two,hatchback,fwd,front,94.5,165.70,64.0,51.4,2221,ohc,4.0,109.0,mpfi,3.19,3.4,8.5,90,5500,24,29,9980,0.07621314813417257
volkswagen,gas,std,four,sedan,fwd,front,100.4,180.2,66.90,55.1,2661,ohc,5.0,136.0,mpfi,3.19,3.4,8.5,110,5500,19,24,13295,0.026213148134166885
volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,180.2,66.90,55.1,2579,ohc,4.0,97.0,idi,3.01,3.4,23.0,68,4500,33,38,13845,0.0563279393294529
volkswagen,gas,std,four,wagon,fwd,front,100.4,183.1,66.90,55.1,2563,ohc,4.0,109.0,mpfi,3.19,3.4,9.0,88,5500,25,31,12290,0.07621314813417257
volvo,gas,std,four,sedan,rwd,front,104.3,188.80,67.2,56.2,2912,ohc,4.0,141.0,mpfi,3.7746730732782123,3.15,9.5,114,5400,23,28,12940,0.0
volvo,gas,std,four,wagon,rwd,front,104.3,188.80,67.2,57.5,3034,ohc,4.0,141.0,mpfi,3.7746730732782123,3.15,9.5,114,5400,23,28,13415,0.0
volvo,gas,std,four,sedan,rwd,front,104.3,188.80,67.2,56.2,2935,ohc,4.0,141.0,mpfi,3.7746730732782123,3.15,9.5,114,5400,24,28,15985,0.0
volvo,gas,std,four,wagon,rwd,front,104.3,188.80,67.2,57.5,3042,ohc,4.0,141.0,mpfi,3.7746730732782123,3.15,9.5,114,5400,24,28,16515,0.0
volvo,gas,turbo,four,sedan,rwd,front,104.3,188.80,67.2,56.2,3045,ohc,4.0,130.0,mpfi,3.624444575024742,3.15,7.5,162,5100,17,22,18420,0.0
volvo,gas,turbo,four,wagon,rwd,front,104.3,188.80,67.2,57.5,3157,ohc,4.0,130.0,mpfi,3.624444575024742,3.15,7.5,162,5100,17,22,18950,0.0
volvo,gas,std,four,sedan,rwd,front,109.1,188.80,68.90,55.5,2952,ohc,4.0,141.0,mpfi,3.7746730732782123,3.15,9.5,114,5400,23,28,16845,0.0
volvo,gas,turbo,four,sedan,rwd,front,109.1,188.80,68.80,55.5,3049,ohc,4.0,141.0,mpfi,3.7746730732782123,3.15,5.897926676997207,160,5300,19,25,19045,0.0
volvo,gas,std,four,sedan,rwd,front,109.1,188.80,68.90,55.5,3012,ohcv,6.0,173.0,mpfi,3.58,2.8644346467440562,3.729166666666667,134,5500,18,23,21485,0.0
volvo,diesel,turbo,four,sedan,rwd,front,109.1,188.80,68.90,55.5,3217,ohc,6.0,145.0,idi,3.01,3.4,23.0,106,4800,26,27,22470,-0.027005394003879246
volvo,gas,turbo,four,sedan,rwd,front,109.1,188.80,68.90,55.5,3062,ohc,4.0,141.0,mpfi,3.7746730732782123,3.15,9.5,114,5400,19,25,22625,0.0
